"Account: Account Name","Location Name","Location Type","Product Item Number","Product Code","Product Description","Quantity On Hand","Product Price","Actual Quantity On-Hand","Last Modified Date"
"","Talah Shaikh - Inventory","Van","PI-4049","SA0060","Power PCB (Without Potting) BL_CF_Renesa_GV3","0.00","400","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4050","SA0011","Consolidate PCB GV3_CF_Renesa+_GV3","0.00","350","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4051","SA0019","Consolidate PCB GV2_CF__Efficio_GV2","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4052","SA0020","Sensor PCB_CF","0.00","60","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4053","RA0038","Spring_CF_Renesa_GV3","0.00","25","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4054","RA0345","Circlip Pin_CF_Renesa_GV3","0.00","9","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4055","EA03001","Smart PCB Phoenix Led_PCB_1200mm_GV5","0.00","700","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4056","SA0087","PCB_Main_1200mm_Ozeo_GV4","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4057","SA0061","Power PCB (Without Potting) WH_CF_Renesa_GV3","0.00","400","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4058","SA0039","PCB_Remote_1200mm_Studio+_GV4","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4059","SA0056","Stator_CF_1200mm_Renesa/Renesa+/Renesa Smart_GV3","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-4060","SA0038","PCB_Regulator_1200mm_Renesa Alpha_GV4","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46702","A1X0601","CF_Universal Remote New","0.00","250","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46950","SA0044","Motor Housing_Pearl White_CF_Renesa+/Renesa Smart_GV3","0.00","590","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46951","SA0057","Stator_CF_1200mm_Efficio/Efficio+/Studio_GV2","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46952","EA01701","PCB_Erica/Ameza/Renesa Zen_GV5 (STM8s,70micron single LED)","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46953","RA0031","Oc Connector_CF","0.00","15","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46954","SA0040","Motor Housing_Black_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46955","RA0173","Sensor Holder_CF","0.00","30","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46956","SA0041","Motor Housing_White_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46957","RA1239","Deactivated - Motor Housing_Sandan Grey_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46958","RA1238","Deactivated - Motor Housing_Golden_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46959","SA0043","Motor Housing_Ivory_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46960","B1X0044","Wet/Dry jar sub asssembly MG1.0","0.00","450","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46961","SA0001","Rotor_Efficio_GV2","0.00","300","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46962","B1X0031","Liquidizer jar sub assembly MG1.0","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46963","SA0042","Motor Housing_Brown_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46964","B1X0056","Chutney jar sub assembly MG1.0","0.00","450","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-46965","SA0045","Motor Housing_Earth Brown_CF_Renesa+/Renesa Smart_GV3","0.00","590","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-47156","SA0010","Digital PCB_1200mm_Renesa Smart+_GV3","0.00","350","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-47657","EA17601","PCB With LED Strip__Aris Starlight_GV5","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-52565","RA0028","Bearing 6202_CF","0.00","60","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55098","RA0072","Blade_Aluminium_Pearl White_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55439","SA0021","Main PCB_CF_1200mm_Efficio_Reg_28W_GV2","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55440","RA0156","Remote_CF_Efficio_GV2","0.00","150","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55441","A2C0002","Power PCB_Renesa Pedestal Non Swing_TPW","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55442","SRMASS0159","Main PCB_Studio+_EXH","0.00","450","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55834","EA03201","PCB Without LED Strip_PCB_GV5","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55835","A142202","Blade_Aluminium_Brown_1200mm_Efficio/Efficio+/Studio_GV2","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55836","B1X0117","Motor_MG_Black","0.00","2500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-55837","SA0022","Main PCB_CF_1400mm_Efficio_Reg_35W_GV2","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-56740","SA0058","Stator_CF_1400mm_Efficio/Efficio+/Studio_GV2","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-58036","SRMASS0160","BLDC Motor_150mm_Studio+_EXH","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-60811","SRMF0128","Motor_Sand Grey_1200mm_Renesa+_GV3","0.00","2500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-62631","SRMF0008","Motor_Brown_1200mm_Efficio_GV2","0.00","2500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-62632","EA07701","PCB_Renesa_900mm/1400mm_GV5.0 Reboot PCBA _Nuvoton+UCC-70 Micron_GV5","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-66044","SRSPR0988","Motor Bldc_150mm_Efficio+_EXH","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-66045","RA0073","Blade_Aluminium_Ivory_1200mm_Renesa_GV3","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-66046","RA0918","Deactivated - (old code) Blade_Aluminium_White_1200mm_Renesa Alpha_GV4","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-66047","RA1240","Blade_Aluminium_Midnight Black_1200mm_Renesa_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-66365","A004001","Motor Bldc_150mm_Studio_EXH","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-67324","SRMF0030","Motor_Brown_1200mm_Renesa_GV3","0.00","2500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-71877","SA0104","Motor Housing_Golden_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-78896","SA0099","Stator_1200mm_Erica/Ikano/Ameza/Studio+Reboot/Renesa Reboot/Prime/Zen_GV5","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-78897","A023101","Motor Housing_Grey_Renesa+_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-78898","A022804","Motor Housing_Black_1200mm_Renesa+_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-85046","SA0103","Motor Housing_Sandan Grey_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-101885","EA05401","Power PCB_Renesa Pedestal/Wall/Table_TPW","0.00","300","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-101886","SA0102","Motor Housing_Aegean Blue_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-105588","B1X0116","MG1.0 Knob Assembly","0.00","80","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-109479","A091905","Plastic Bottom Cover along with Screw_Gloss White_Ikano/Efficio Alpha_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-109480","RA0070","Blade_Aluminium_White_1200mm_Renesa_GV3","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-109481","A091906","Plastic Bottom Cover along with Screw_Gloss Brown_Ikano/Efficio Alpha_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-109482","EA02401","Digital PCB_Renesa Wall Mount_TPW","0.00","350","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-111226","A142201","Blade_Aluminium_White_1200mm_Efficio/Efficio+/Studio_GV2","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-112291","A1X1082","Blade_Aluminium_White_900mm_Renesa_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-112292","RA0157","Remote_CF_Renesa_GV3","0.00","150","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-112293","SRA2M0150","BLDC Motor_Renesa_TPW","0.00","700","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-112298","A1X1282","Motor Housing_Sand Grey_Studio+Reboot_GV5","0.00","220","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-112299","A1X0042","Bottom Body_Plastic_Sand Grey_Studio+Reboot_GV5","0.00","220","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-114393","A159801","MG1.1 SS Jar Set with Lids Service","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-116655","SA0101","Stator_1400mm_GV5","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-121628","RA0074","Blade_Aluminium_Matt Brown_1200mm_Renesa_GV3","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-121629","B1H0024","Jar Coupler_Plastic_MG_1.0","0.00","50","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-122386","A3X0036","Remote_Renesa Pedestal/Wall/Table/Stelios Pro/Izar Pedestal_TPW","0.00","250","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-140068","EA08401","PCB_Renesa Prime_GV5 (Capacitor)","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-795610","TestProduct","Test PCB","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-819540","EA12301","Updated STM32 PCB C0_0.6M/0.9M/1.2M/ 1.4M_ Renesa/Renesa+/Studio+/Ikano/Prime_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-822111","EA18601","Updated STM32_PCB_White LED_Efficio Alpha/Enzel/Azor _GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-824624","EA20801","Updated STM32_PCB_Enerio 28W_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-856761","A091907","Plastic Bottom Cover along with Screw_Gloss Ivory_Ikano/Efficio Alpha_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-858389","A3H0017","5 Pin Wire harness_Renesa Walrus/Pedestal_Black_TPW","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-863256","A064116","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Dark Walnut_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-865798","A064120","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Maplewood_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-868340","A064118","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Mistly Teal_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-870882","A064119","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Pebble Grey_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-873424","A170501","Updated Motor housing_Renesa Prime_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-888797","SA0105","Updated Plastic body with screw_Pebble Grey_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-891350","SA0106","Updated Plastic body with screw_Gloss White_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-893903","SA0107","Updated Plastic body with screw_Gloss Black_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-896456","SA0108","Updated Plastic body with screw_Gloss Brown_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-915229","TestSa001","PCB_Regulator_1200mm_Renesa Alpha_GV4Test","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-917620","SA0086","Motor Housing_Gloss Black_Efficio Alpha/Ikano/Ameza _GV5","0.00","300","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-920468","EA07101","Sensor PCB_Zenova_MG","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-960181","A029703","Blade_Plastic_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-962782","A101703","Top Canopy_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-965383","A101803","Canopy top Plate_steller black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-967984","A102003","Middle upper canopy_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-970585","A102203","Middle Lower canopy_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-973186","A102403","Bottom Canopy_Steller Black_1220mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-975787","A006402","False cover_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-978388","A006505","Bottom cover_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-980989","A002903","Motor Housing_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-989033","A158402","Motor & Jar Coupler Set_MG1.0/Zenova/Maple_MG","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-991634","SA0110","Grill Belt Assembly_Black_Renesa Pedestal/Wall/Table/Stelios Pro/Izar Pedestal_TPW","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-994235","SA0109","Grill belt assembly_White_Renesa/Stelios/Izar Pedestal_TPW","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1000403","RA1348","FG replacement Tags","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1004167","RA1631","Service Cello Tape (Yellow - 3INX65M)","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1006772","RA1632","Defective Spares Tag","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1009377","RA1633","Defective FG Replacement seal","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1024837","A073415","Downrod_Aegean Blue_CF","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1049112","A073406","Downrod_Golden_CF","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1052124","A091911","Bottom Cover_Ameza_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1055136","EA16901","Updated_PCB STM32_1200mm_Erica/Ameza/Renesa Zen_1 LED_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1058148","A112503","Canopy_Sea Sand Ivory_Ameza_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1061360","A073401","Downrod_Earth Brown_CF_Studio+_GV4","0.00","60","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1065577","A064113","Blade_Aluminium_SS Ivory_Renesa Prime _GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1075944","A2X0027","Synchronous Motor_Renesa/Stelios/Stelios Pro_TPW","0.00","150","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1259980","SRMASS0058","Digital PCB_Efficio+_Wall Mount_TPW","0.00","350","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1259981","SRMASS0075","Power PCB_Efficio+_Wall Mount_TPW","0.00","499","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1384241","EA12401","PCB_White LED_Efficio Alpha/Enzel _GV5","0.00","500","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1458397","A1X0139","Blade_Aluminium_Gloss Brown_1200mm_Ikano_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1564708","RA0057","Blade_Aluminium_Black_1200mm_Efficio/Efficio+/Studio_GV2","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1564709","A171103","Blade Aluminium_1200mm_Matt Black_Renesa Elite_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1564770","RA0075","Blade_Aluminium_G-Oak_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1680954","EA17701","PCB 41W_Aris non-starlight_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1689489","A064112","Blade_Gloss Brown_1200mm_Renesa Prime_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1754852","RA0914","Body_Top Plastic Assembly_Gloss White_Alpha/Renesa Zen/Prime_GV5","0.00","150","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1755386","A040001","Blade_Aluminium_Earth Brown_1200mm_Studio+Reboot_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1773172","B1C0001","MG 1 Driver PCB","0.00","1000","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1773173","RA0924","Body_Top Plastic Assembly_Gloss Black_Alpha/Renesa Zen/Prime_GV5","1.00","220","1.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1795073","B1C0002","MG 1 Interface PCB","0.00","350","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1795130","EA06301","Driver/Main PCB_Zenova_(MG1.1)","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1803756","A171109","Blade Aluminium_1200mm_Gold Oak_Renesa Elite_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1811763","B1C0003","MG 1 Sensor PCB","0.00","150","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1811764","RA0175","PCB Base_CF_Efficio_GV2","0.00","30","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1835656","A064108","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Gloss Brown_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1848721","RA0071","Blade_Aluminium_Earth Brown_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1848722","A1X0051","Blade_Aluminium_Sand Grey_1200mm_Studio+Reboot_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-1864024","A171101","Blade Aluminium_1200mm_Pearl White_Renesa Elite_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2017024","RA1408","Blade_Aluminium_Sand Grey_900mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2066105","RA0929","Plastic Motor Housing_Ivory_Renesa Alpha_GV4","0.00","150","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2066106","A003401","Stator_1200mm_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2163346","A063802","Blade_Aluminium_Black_Efficio Alpha/Ameza_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2269775","DS","","0.00","1","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2308987","A1X1083","Blade_Aluminium_Midnight Black_900mm_Renesa_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2309509","A064111","Blade_Aluminium_Gloss Black_Renesa Prime_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2334710","A238307","Blade_1400mm_Blaze Brown_Renesa Halo_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2351375","A234401","Blade_1200mm_Matt Black_Renesa Halo_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2355974","A234402","Blade_1200mm_Gloss White_Renesa Halo_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2392425","A196004","Bottom cover_Umber Brown_Erica Nuvo_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2434091","A1X0043","Bottom Body_Plastic_Aegean Blue_Studio+Reboot_GV5","0.00","220","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2506868","A1X0052","Blade_Aluminium_Aegean Blue_1200mm_Studio+_GV5","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-2717292","RA1237","Blade_Aluminium_Sand Grey_1200mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-3085051","EA24201","Updated STM32 PCB C0_1230mm_ Erica Meta_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-3125199","EA19301","Main PCB with Knob_Xiana MG","0.00","708","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-3302356","RA0822","Capacitor 8µF_Renesa Alpha/Prime/Enario_GV4/GV5","0.00","150","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-3302357","A238302","Blade_1400mm_Matt Black_Renesa Halo_GV5","0.00","0","0.00","10/12/2024"
"","Talah Shaikh - Inventory","Van","PI-3334127","EA24601","PCB_Phoenix_1400mm_Renesa Halo_GV5","0.00","0","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3694","SA0056","Stator_CF_1200mm_Renesa/Renesa+/Renesa Smart_GV3","0.00","500","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3695","SA0001","Rotor_Efficio_GV2","0.00","300","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3696","SA0060","Power PCB (Without Potting) BL_CF_Renesa_GV3","0.00","400","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3697","SA0011","Consolidate PCB GV3_CF_Renesa+_GV3","0.00","350","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3698","SA0061","Power PCB (Without Potting) WH_CF_Renesa_GV3","0.00","400","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3699","SA0041","Motor Housing_White_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3700","SA0042","Motor Housing_Brown_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3701","SA0039","PCB_Remote_1200mm_Studio+_GV4","0.00","500","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3702","SA0040","Motor Housing_Black_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3703","SA0010","Digital PCB_1200mm_Renesa Smart+_GV3","0.00","350","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3704","EA03001","Smart PCB Phoenix Led_PCB_1200mm_GV5","0.00","700","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-3705","SA0044","Motor Housing_Pearl White_CF_Renesa+/Renesa Smart_GV3","0.00","590","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4075","RA0031","Oc Connector_CF","0.00","15","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4076","RA0156","Remote_CF_Efficio_GV2","0.00","150","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4077","SA0055","Stator_CF_600mm_Renesa/Renesa+/Renesa Smart_GV3","0.00","500","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4078","SA0020","Sensor PCB_CF","0.00","60","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4079","RA0028","Bearing 6202_CF","0.00","60","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4080","RA0173","Sensor Holder_CF","0.00","30","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4081","SA0043","Motor Housing_Ivory_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4082","SA0087","PCB_Main_1200mm_Ozeo_GV4","0.00","500","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4083","SA0038","PCB_Regulator_1200mm_Renesa Alpha_GV4","0.00","500","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4084","A1X1217","Stator_1200mm_Studio+/Renesa Alpha/Naveo_GV4","0.00","500","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4085","SPR0172","Top Motor Housing_Metal_Studio+_GV4","0.00","484","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4086","SA0019","Consolidate PCB GV2_CF__Efficio_GV2","0.00","500","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4087","RA0157","Remote_CF_Renesa_GV3","0.00","150","0.00","10/12/2024"
"","Ravinath Patil Inventory","Van","PI-4088","EA04101","PCB_Renesa/Renesa+/Ikano/Sudio+ STM8s, 70micron  (6 LED)_GV5","0.00","500","0.00","10/12/2024"
